price,target,sentiment
6875.5,0,0.11818181818181818
7293.5,0,1.7227272727272727
7367.0,1,0.65
7203.0,0,0.0
7346.0,1,-0.07916666666666666
6778.0,0,-0.1
6881.6,1,-0.06666666666666665
6740.8,0,0.2
6818.3,1,0.6625
6675.0,1,0.2
6427.7,1,0.6
6407.6,1,0.41818181818181815
5892.6,0,0.43636363636363634
6249.3,0,0.0625
6370.0,0,-0.41111111111111115
6688.2,0,0.20833333333333331
6688.2,0,0.43333333333333335
6688.2,0,1.2333333333333334
6762.0,1,0.9
6762.0,1,0.9
6762.0,1,0.7166666666666667
6568.9,0,-0.08333333333333333
6546.8,0,-0.08333333333333333
6546.8,0,-0.08333333333333333
6544.5,0,-0.08333333333333333
6548.1,0,-0.08333333333333333
6576.2,0,-0.08333333333333333
6491.2,1,-0.1375
5827.0,0,0.044444444444444425
6205.8,1,-0.025
5416.2,1,0.5681818181818181
5058.5,0,0.8
5218.2,0,0.8333333333333334
4927.0,0,0.19545454545454546
7969.6,1,0.9363636363636364
7967.3,0,-0.2
8074.0,0,-0.1875
8919.0,0,0.901388888888889
9090.8,1,0.0
8788.6,0,0.1111111111111111
8791.1,0,0.5109523809523809
8938.1,1,-0.5
8565.2,1,0.55
8557.3,0,0.48636363636363633
8728.0,0,1.1785714285714284
8825.8,1,0.875
8813.2,0,1.6181818181818182
9327.5,0,-0.09999999999999998
9674.1,0,0.2222222222222222
9985.0,1,0.2
9662.4,0,1.0994318181818181
9693.5,1,0.3
9608.1,1,0.8181818181818181
9592.2,0,0.15
10183.0,1,0.30000000000000004
9708.0,0,1.2666666666666666
9929.7,1,0.0
9901.0,0,-0.07777777777777779
10335.0,1,-0.5918181818181818
10222.0,0,0.5424242424242424
10339.0,1,0.5
10247.0,1,0.8757575757575757
9850.2,0,0.2444444444444444
10151.0,1,0.11249999999999999
9877.2,1,-0.42121212121212126
9805.2,1,0.42386363636363633
9744.9,1,0.3694444444444444
9612.0,1,0.1098484848484848
9197.4,0,1.225
9309.3,0,0.8696969696969696
9353.1,0,-0.15
9410.6,1,0.5928571428571429
9367.4,0,0.9583333333333334
9512.7,1,1.1181818181818182
9304.2,0,-0.03696969696969696
9393.7,1,0.4787878787878788
8912.0,1,0.1
8621.6,1,0.5
8353.7,0,0.8
8447.1,1,1.0594155844155844
8403.5,0,-0.2545454545454546
8663.9,0,0.24999999999999997
8734.1,1,1.035
8638.2,0,-0.4636363636363636
8694.0,0,0.66
8891.5,1,0.3212121212121212
8875.4,1,0.4181818181818182
8720.6,0,0.16000000000000003
8807.7,1,0.1487878787878788
8775.6,1,1.5363636363636362
8094.5,0,0.9045454545454545
8174.7,1,0.8863636363636364
8013.8,0,0.2792207792207792
8176.3,1,-0.039999999999999925
7817.5,0,0.27222222222222225
8036.8,0,-0.7
8150.0,1,0.8666666666666667
7757.9,1,0.5
7364.6,0,-0.11363636363636365
7369.8,0,0.4681818181818182
7367.5,1,-0.35000000000000003
6989.4,0,0.39999999999999997
7212.7,1,0.0
